Tweet ID,Tweet Text,Tweet Label
'524927789892653056,Canine unit running to Parliament Hill $URL$ <end>,non-rumours
'524971258996588544,Our thoughts & prayers go out to everyone affected by the events in our nation's capital . #OttawaStrong #Ottawa $URL$ <end>,non-rumours
'544513292576641025,DEVELOPING : Police appear to storm cafe in Sydney where hostages have been held Live : $URL$ $URL$ <end>,rumours
'553128325217275905,#EU flags are flying at half-mast in Brussels today . RT :@ EU_Commission #JeSuisCharlie $URL$ <end>,non-rumours
'544301453717041152,BREAKING UPDATE : Gunman says four devices are located around Sydney . Security response underway . Police calling for calm . 9News <end>,rumours
'524961408740380672,"OTTAWA SHOOTING - Soldier shot at memorial - Gunfire in Parliament - PM safe , will speak later today $URL$ <end>",rumours
'544519788752818176,#Sydneysiege ends with shootout leaving two dead and more injured $URL$ <end>,rumours
'524967631171117056,"Wow . Photo from MP Nina Grewal showing the doors of Reading Room Barricaded . #ParliamentHill #Ottawa $URL$ "" <end>",non-rumours
'544334431830286336,thoughts with the hostages and their families . prayers for a peaceful ending . #sydneysiege <end>,non-rumours
'553505858811080704,AFP map of the region northeast of Paris where Wednesday's massacre suspects are cornered with hostage $URL$ <end>,rumours
'524936137589411840,DEVELOPING MPs tweeting that gunman has been shot dead . CBC has not confirmed this . Condition of soldier also unknown $URL$ <end>,rumours
'498284334806495233,Things are getting very tense in #Ferguson . $URL$ <end>,non-rumours
'553537648938086403,To whom said #KillAllMuslims just in case you are confused . #CharlieHebdo $URL$ <end>,non-rumours
'544373515067998208,Powerful series of images of one of the hostages escaping #sydneysiege $URL$ <end>,rumours
'553506608203169792,"Map shows industrial estate where 2 #CharlieHebdo suspects are holed up , surrounded by police $URL$ $URL$ <end>",rumours
'544512398628241408,BREAKING : Heavily armed police storm Sydney cafe where gunman has been holding hostages . <end>,rumours
'553172900270727169,The threat of violence should not become an excuse or justification for restricting freedom of speech . #JeSuisCharlie $URL$ <end>,non-rumours
'544511865729323009,Police confirm that live ammunition was used as heavily armed police stormed the café in Sydney - @9NewsSyd $URL$ <end>,rumours
'580882302621843456,New York Times just reporting one of the pilots was locked out of the cockpit before it crashed #Germanwings #cbc <end>,rumours
'524943658748219392,#Ottpolice and @RCMPGRCpolice investigating several shooting incidents in downtown #Ottawa . <end>,non-rumours
'552841049467400192,People died today for telling jokes . #CharlieHebdo <end>,non-rumours
'552824456557887488,"Retweet if you think satire should not be censored : "" Love stronger than hate "" : #CharlieHebdo $URL$ <end>",non-rumours
'580883793709547521,"The door is solid , you can ’ t knock it down … it ’ s bulletproof - @JimTilmon on @NYTimes rpt #Germanwings pilot locked out $URL$ <end>",rumours
'553555156391186432,#CharlieHebdo : Hundreds of Muslims gather outside the Grande Mosquee of Strasbourg to observe a minute of silence $URL$ <end>,non-rumours
'500298315368390657,#Ferguson police once beat a man then charged him with destruction of property for bleeding on their uniforms $URL$ <end>,rumours
'544520586576547840,Video : The moment the police stormed the Sydney cafe . Police confirm the siege is now over . $URL$ $URL$ <end>,non-rumours
'524949439367380993,"#OttawaShooting police say they are investigating 3 shootings , one at War Memorial , one on Parliament Hill and one near Rideau Centre <end>",rumours
'500287491182579712,And I feel silly for pointing this out but ... In America we don't have executions by gunfire for alleged robberies . #Ferguson #MikeBrown <end>,rumours
'544508035113439232,Beautiful : Sydney stands up to racism & bigotry with one hashtag : #illridewithyou ( Via @LotteLeicht1 ) $URL$ <end>,non-rumours
'544268900351766528,#BREAKING A police operation is underway in the heart of Sydney's CBD with one block of Martin Place blocked off . <end>,non-rumours
'500402908740210688,More peaceful protesting today in #Ferguson . #MichaelBrown $URL$ <end>,non-rumours
'544477802255630336,#IllRideWithYou : Sydney Stands Up To Racism And Bigotry With One Beautiful Hashtag $URL$ $URL$ <end>,non-rumours
'544366894107480064,Praying for the hostages in the cafe in Sydney . No religion represents hate and violence . When will this madness stop . #sydneysiege <end>,rumours
'500291116403789824,"Let's not forget that even if Mike Brown did shoplift , that's not why police said he was stopped or why he was shot . #mikebrown #ferguson <end>",rumours
'498515980205948928,How police treat white #opencarry supporter vs an unarmed black teen . Wonder why ? #MikeBrown #Ferguson $URL$ <end>,non-rumours
'580319206400475136,French police have confirmed that an #Airbus operated by - #Germanwings has crashed in Southern France <end>,rumours
'553098796108750848,"Today's cartoon , by @DaveBrownToons . #CharlieHebdo #JeSuisCharlie $URL$ <end>",non-rumours
'553536358950916096,BREAKING : ANOTHER HOSTAGE SITUATION IN EASTERN PARIS . <end>,non-rumours
'499689757652566016,$RESERVED$ . @FOX2now : The #STL SWAT team has weapons drawn in #Ferguson at a protest in broad daylight with media attending $URL$ <end>,non-rumours
'580325235653799936,"Flight #4U9525 climbed to 38,000 feet before before it started to descend and lost signal at 6,800 ft / @flightradar24 $URL$ <end>",rumours
'499689349420568577,The #STL SWAT team has weapons drawn in #Ferguson at a protest in broad daylight with media attending $URL$ <end>,non-rumours
'552832817089236992,Stills from eyewitness video show two #CharlieHebdo attackers wearing hoods & black clothing shoot a wounded man $URL$ <end>,rumours
'580337178506584064,Why do these catastrophes happen ? Awful news about the #germanwings plane that has crashed . Thoughts are with those affected . Very sad indeed <end>,non-rumours
'525050632211021825,Wishing everyone in #Ottawa and all over Canada the best in the wake of today's shootings . I'll have a hug tomorrow for anyone who needs one <end>,non-rumours
'581258923065389056,It could be better to have zero pilots in a cockpit instead of one : $URL$ #Germanwings $URL$ <end>,non-rumours
'580338392782757888,Some follows for info on reported German plane crash in France : @lufthansa / @Airbus / @ECiotti / @germanwings $URL$ <end>,non-rumours
'553590750701551616,When you've lost Hezbollah ... $URL$ $URL$ <end>,non-rumours
'524937594090844160,"More shots being fired near parliament in Ottawa , suspect still at large : TV <end>",rumours
'524960247518330881,Timing of Parliament shootings - an hour later and 200 + MPs and dozens of reporters would have been in hall where shooting took place <end>,rumours
'544395562666037248,“ Very surreal ” scenes as Sydney's CBD becomes a ghost town in the wake of the #sydneysiege $URL$ $URL$ <end>,non-rumours
'524935085863481344,Witnesses say several dozen shots fired inside Parliament buildings after Canadian soldier shot at nearby War Memorial . #Ottawa #cdnpoli <end>,rumours
'524923610851729408,BREAKING | Centre block and east block at Parliament Hill are locked down . #cbcOTT #OTTnews <end>,rumours
'552788945017516032,"Appalled by the attack on Charlie Hebdo in Paris , 10 - probably journalists - now confirmed dead . An attack on free speech everywhere . <end>",rumours
'544363471660277760,"Lots of love and prayers for Sydney , I hope everyone's okay 😳 #MTVStars One Direction $URL$ <end>",non-rumours
'524944544681705472,Ottawa police : Actively looking for one or more suspects in Canadian parliament shooting . $URL$ <end>,rumours
'552822696200142850,#CharlieHebdo - Paris media attack kills 4 cartoonists including chief editor . #AFP $URL$ <end>,rumours
'553535765997969408,"Kill them & when you're done kill their pet goat ❌ RT "" @sammy2168 : @jjauthor @FlyoverCulture @DrMartyFox $URL$ ” #CharlieHebdo <end>",non-rumours
'544269997745242112,"Terrifying photo of hostages in Martin Place in Sydney , being held by men waving an ISIS flag $URL$ <end>",rumours
'498504673339666432,This would help tremendously . #mikebrown #Ferguson $URL$ <end>,non-rumours
'552801894092275712,"We condemn the attack on #CharlieHebdo Whomever the attackers are , and whatever the cause may be , nothing justifies the taking of life <end>",non-rumours
'553466230989144064,#BREAKING HOSTAGES TAKEN AT A BUSINESS IN DAMMARTIN-EN-GOELE - RTL REPORTS #France $URL$ <end>,rumours
'544384349395628033,"Total 5 hostages have left Lindt #MartinPlace ; 3 men , 2 women . LIVE : $URL$ . #SydneySiege #9News $URL$ <end>",rumours
'544301012492632064,"MASSIVE OPERATION : "" Hundreds of armed police have swarmed the area . "" #sydneysiege ( LIVE ) $URL$ $URL$ <end>",non-rumours
'544511199702822913,POLICE MOVE IN : Police confirm live ammunition used in Martin Place #sydneysiege <end>,rumours
'544442676410867712,#illridewithyou is the best thing to come out of the #sydneysiege $URL$ $URL$ <end>,non-rumours
'553541776854634496,JUST IN : Police tell @ABC it's probable gunman in second Paris hostage situation is man who killed a policewoman yesterday - @WilliamsJon <end>,rumours
'552804175310901248,Headline from #CharlieHebdo this week : ISIS executes Phorphet Mohamed ; police chase terrorists $URL$ $URL$ <end>,non-rumours
'500332042648055808,"#Ferguson police say Michael Brown was robbery suspect , which totally explains why he got the death penalty without a trial . <end>",rumours
'524974975623892992,The NHL has decided to postpone tonight's #sens - #leafs game in Ottawa . The right decision . The only decision . <end>,rumours
'553572111441465344,Prince Harry signs a book of condolence at the French Embassy in London after the attacks in #Paris $URL$ <end>,non-rumours
'524932327907270656,"Shooting in downtown Ottawa , police evacuating Rideau Centre and closing off Wellington . Stay safe #uOttawa students <end>",rumours
'552844167681159169,"President Obama condemns Paris attack , calls it ' terrorist attack ' & pledges U . S . assistance : $URL$ $URL$ <end>",non-rumours
'544302448522035202,#BREAKING One man has been arrested and people are being evacuated from the building #sydneysiege #martinplace <end>,rumours
'580326473803767808,"#BREAKING : Germanwings jetliner has crashed in Southeastern France , according to officials . All 148 on board are feared dead . <end>",rumours
'544380899639689216,Aussie grand mufti & Imam Council condemn #Sydneysiege hostage capture $URL$ - LIVE UPDATES $URL$ <end>,rumours
'525002842021445632,Condolences to the family of the fallen officer in #Ottawa He was a hero who bravely stood in defence of our country and our freedoms <end>,rumours
'553101858013581313,"BREAKING : Suspects in #CharlieHebdo shooting "" still free "" and "" heavily armed , "" French Prime Minister says . $URL$ <end>",non-rumours
'544372701285351424,Only thing this Murdoch tabloid front page achieves is to further terrorise family members of #SydneySiege hostages $URL$ <end>,non-rumours
'544304200423723008,#BREAKING : @nswpolice say a photo circulating of arrest of man near #MartinPlace is NOT related to the police operation #sydneysiege <end>,rumours
'544316904861478912,"JUST IN : Flag in #Sydney cafe window confirmed to be that of Jabah Al-Nusra , says Islamic terror expert on 7 News $URL$ <end>",rumours
'580365806720122880,"Germanwings flight that crashed in French Alps had 144 passengers and 6 crew on board , airline's CEO says . $URL$ #A320 <end>",non-rumours
'500235112785924096,NEW DEVELOPMENT : Pentagon supplied St . Louis County police with military-grade weapons . #Ferguson <end>,rumours
'553559880599359488,→ $URL$ Charlie Hebdo cartoons : media around the world chart different courses #CharlieHebdo 943 $URL$ <end>,non-rumours
'553575984054951936,Supermarket hostage-takers reportedly threaten to kill if police storm #CharlieHebdo suspects $URL$ $URL$ <end>,rumours
'553535468290453504,"#CharlieHebdo attacker : "" We don ’ t kill women but you have to convert to Islam , read the Qu ’ ran and wear a veil . "" $URL$ <end>",non-rumours
'580322927679279105,BREAKING : German air traffic control confirms to NBC NEws that a Germanwings flight has crashed in France . $URL$ <end>,rumours
'553567184002502656,Every time I think I see the best #CharlieHebdo cartoon another great one comes out . #JeSuisCharlie $URL$ <end>,non-rumours
'525022700923019264,"Soldier shot dead in #Ottawa today is Cpl . Nathan Cirillo . Reservist was based in #Hamilton , Ont . <end>",rumours
'499655249398075392,#ferguson has had ZERO homicides in the last year . ' Black on black crime is our real problem ' folks where y'all at ? <end>,rumours
'500287595403022336,"Cops were extra aggressive to incite fear and cause chaos , giving the #Ferguson PD time to destroy and / or manufacture any "" evidence "" needed <end>",rumours
'553164303650799616,Pope Francis prays for gunmen who executed 12 people at #CharlieHebdo $URL$ $URL$ <end>,non-rumours
'553130475032563712,"What does Islam Say about Terrorism ? To know answer , Kindly chat with us : $URL$ #ParisTerror #JeSuisCharlie #France #Paris <end>",non-rumours
'553188382403477505,#CharlieHebdo cartoon attributed to #banksy is really by @LucilleClerc #JeSuisCharlie $URL$ $URL$ <end>,rumours
'553121732387946496,One suspect in the #CharlieHebdo shooting has handed himself in ; two others remain at large : $URL$ $URL$ <end>,rumours
'525021132022628353,The important name right now is Cpl . Nathan Cirillo . #ottawa <end>,rumours
'552787599031828480,' It's a massacre . There are dead ! ' employee of Charlie Hebdo tells French media outlet before call disconnects $URL$ <end>,non-rumours
'500257166478282752," Being a poor , black American makes you vulnerable ; living in a poor , black area renders you collateral  #Ferguson $URL$ <end>",non-rumours
'524947674164760577,BREAKING NEWS : New York Times is reporting the Canadian soldier who was shot has died from their injuries . Heartbreaking . #cdnpoli #ableg <end>,rumours
'498279420885360641,The police presence in #Ferguson following the shooting of Michael Brown was mind blowing . $URL$ <end>,non-rumours
'553126953268834304,A picture says more than a thousand words . #CharlieHebdo $URL$ <end>,non-rumours
'524969963850051584,"#PrayForOttawa As an American Veteran , my prayers are w / the Canadian soldier who died in today's shooting standing duty at a war memorial 🙏 <end>",rumours
'544372384690872321,"To people taking selfies at #SydneySiege , When you return home , look at your selfie & see what an unconscious , blithering idiot looks like . <end>",non-rumours
'544404673357021184,"This man carries a gun , not a religion #sydneysiege $URL$ <end>",non-rumours
'553469263650906112,"This is a terrorist , this is a Muslim : French envoy ’ s #CharlieHebdo @twitter photo goes viral $URL$ $URL$ <end>",non-rumours
'544514538797035520,"Just in : live feeds appears to show #sydneysiege is over , police calmly moving outside cafe , local reporters say gunman down <end>",rumours
'544288799711592448,Hostages taken in Sydney cafe as Islamic flag is reportedly flown $URL$ <end>,rumours
'553583847850663936,LIVE REPORT - Assault in #Dammartin $URL$ #CharlieHebdo $URL$ <end>,non-rumours
'552840037642297345,Cartoonists Georges Wolinski and Cabu are among victims of attack on #CharlieHebdo in Paris $URL$ $URL$ <end>,non-rumours
'544280077778055168,"Hostages being held in Sydney , Australia cafe $URL$ $URL$ <end>",rumours
'500275854434639872,"Oh , this new @JColeNC is very emotional , I suggest you take a listen . $URL$ #Ferguson <end>",non-rumours
'552830864187727876,"Three gunmen who shot dead 12 people at the HQ of #CharlieHebdo are still on the run in Paris , police say . $URL$ <end>",rumours
'552840805678084096,"Sad truth , is that if u crticize #islam even after #CharlieHebdo massacre , u wl still b labeled ' right wing fanatic ' or islamophobic ! <end>",non-rumours
'544373504419069952,Update - Five hostages have escaped from the Lindt cafe in Sydney and an unconfirmed number of hostages remain inside #sydneysiege <end>,rumours
'553229956830875650,Muslim leaders worldwide have condemned the Charlie Hebdo attacks . But you won't learn that by watching @FoxNews . $URL$ <end>,non-rumours
'544415616753745920,Australians offering support to Muslims on public transport who fear racist abuse using the #illridewithyou hashtag . #sydneysiege <end>,non-rumours
'552845028130037760,#CharlieHebdo : Everything you need to know about the magazine that refuses to be censored $URL$ $URL$ <end>,non-rumours
'553218281705066496,"Evil rears its head again , but cartoonists will not cower . My toon : $URL$ #JeSuisCharlie $URL$ <end>",non-rumours
'553127508150071297,"Charlie Hebdo editor Stéphane Charbonnier said he'd rather "" die standing than live on my knees . "" $URL$ <end>",non-rumours
'552814494381256704,UPDATE : #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer $URL$ <end>,rumours
'552850022271033344,"#MaryamRajavi condemns #CharlieHebdo attack in #Paris , offers her condolences to Fr ppl and Gov $URL$ $URL$ <end>",non-rumours
'553215383256432640,"Charlie Hebdo wasn't singling out Islam . It's target was authority , whatever its source . $URL$ via @nytopinion <end>",non-rumours
'580320242020290560,BREAKING : 148passengers were on board #GermanWings Airbus A320 which has crashed in D southern French Alps.May اللَّهُ protect them.AMEEN ♥ ☀ ♥ <end>,rumours
'498477676219600896,There should be blame AND shame here . #Ferguson #MichaelBrown @KharyP $URL$ <end>,non-rumours
'553472225798795264,BREAKING : Gunfire reported in French town as police hunt suspects in #CharlieHebdo attack | More soon at : $URL$ <end>,rumours
'553558126147149825,People showing #JeSuisCharlie signs during demonstrations of solidarity around the world after #CharlieHebdo attacks . $URL$ <end>,non-rumours
'552812847651377153,"You can kill journalists , cartoonists . You can't kill the freedom of the press . You have only made their message stronger . #JeSuisCharlie <end>",non-rumours
'544444261027299328,A kind lady named Mica drove me home after a cab that we shared from Sydney'sCBD wasn't able to drop me off all the way home #illridewithyou <end>,non-rumours
'500303431928922113,"Reminder : Forget the robbery , forget the minor looting . NOTHING justifies militarized police pointing sniper rifles at journalists #Ferguson <end>",rumours
'552811772038881280,"Hours before the attack , #CharlieHebdo published a cartoon featuring the Islamic State : $URL$ ( epa ) $URL$ <end>",non-rumours
'552817490263572480,Absolutely heartbreaking what has happened ! Twitter users show solidarity to #CharlyHebdo by using #JeSuisCharlie $URL$ <end>,non-rumours
'525029232691650561,#RIP Nathan Cirillo #Soldier #Ottawa #Canada love you $URL$ <end>,rumours
'553222727700865025,Several mosques in France allegedly attacked after the #CharlieHebdo massacre : $URL$ $URL$ <end>,non-rumours
'500284871541940225,I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE . #MIKEBROWN #Ferguson <end>,rumours
'498269289812856832,call weeping neighbors a mob --> paint a picture of a violent community #MikeBrown came from --> justify his execution #Ferguson <end>,non-rumours
'500297358908071936,Arrived in Crestwood where officer Darren Wilson lives . When I knocked police officer rolled up and told me Wilson left days ago #Ferguson <end>,rumours
'552813988644659200,"Press "" must stand together to send the message that murderous attempts to silence us will not stand "" #CharlieHebdo $URL$ <end>",non-rumours
'544436666661085184,"Hostage-taker appeared ' extremely agitated , ' said journalist at scene of Sydney siege : $URL$ $URL$ <end>",non-rumours
'552840740007866368,A woman in Paris stands with a #JeSuisCharlie sign $URL$ #CharlieHebdo $URL$ <end>,non-rumours
'500328758201815041,Disgusting : MO chapter of Klan raising money as “ reward ” for the officer killing #MikeBrown . #Ferguson #UniteBlue $URL$ <end>,rumours
'500357713260724224,"ICYMI : The info given today seems to line up with this witness account , even the alleged theft : $URL$ #Ferguson #MikeBrown <end>",rumours
'553493785523400704,Building in Dammartin-en-Goele where #CharlieHebdo suspects believed to be holed up $URL$ $URL$ <end>,rumours
'552982669840355329,"Yes , tweet actual covers instead of the mere #JeSuisCharlie . They are , after all , what the bullies can ’ t handle . $URL$ ” <end>",non-rumours
'553183067670843392,"#CharlieHebdo will publish Wednesday , writer Patrick Pelloux tells CNN affiliate BFMTV . $URL$ <end>",non-rumours
'552815017402589184,France is at its highest possible terror threat level after the #CharlieHebdo attack . $URL$ $URL$ <end>,non-rumours
'544518696463765505,BREAKING : Police say Sydney cafe hostage situation is over after more than 16 hours . <end>,non-rumours
'544271743331078144,Reports are coming in of a hostage situation at a cafe in the Australian city of Sydney $URL$ <end>,rumours
'553518053838061568,The latest on the manhunt for Charlie Hebdo suspects : $URL$ $URL$ <end>,rumours
'498300128088694786,"NOTICE : 0 evidence of "" kill the police "" chant in #Ferguson but all news outlets report it , yet pics of lifeless victim ? "" Alleged shooting . "" <end>",non-rumours
'500274132756738048, What happened in #Ferguson doesn't contradict America's racial narrative . It illustrates it .  $URL$ <end>,non-rumours
'552848620375261184,Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida : $URL$ $URL$ <end>,rumours
'524961070465945600,Terrible news in Ottawa today . Thoughts and prayers to everyone involved #OttawaStrong $URL$ <end>,non-rumours
'544383022876065792,5 people so far have fled Sydney cafe . Unknown number of hostages still inside . $URL$ #sydneysiege <end>,rumours
'553525290908262400,Nah it isn't though RT @igeldard : This is just brilliant #charliehebdo #sonyhack $URL$ <end>,non-rumours
'553542565593878528,"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks . "" US & UK are on the list for tomorrow . "" <end>",rumours
'580348081100734464,"#Germanwings "" sorry to confirm "" 144 passengers & 6 crew on board flight #4U9525 when it crashed in French Alps $URL$ <end>",rumours
'524955102554361856,Photos of the scene unfolding after multiple shootings in Ottawa this morning . $URL$ $URL$ <end>,non-rumours
'544277860555710464,ISIS - holding a Cafe hostage in Sydney - forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT ! $URL$ <end>,rumours
'525058633730891776,Just in : Canadian soldier killed in #OttawaShooting today is Cpl . Nathan Cirillo Thoughts & prayers to his family $URL$ <end>,rumours
'500363141034020865,Mother / Daughter team in #Ferguson . Daughter just took bar . Will be civil rights Atty $URL$ <end>,non-rumours
'544495155198181376,Why a hostage situation is neither the time nor place for selfies . #sydneysiege $URL$ $URL$ <end>,non-rumours
'552797828977029120,Shocked & appalled by senseless attack at ' Charlie Hebdo ' - London stands with Paris & the people of France against this horrific scourge <end>,non-rumours
'524975142641086465,"The game between the Toronto Maple Leafs and Ottawa Senators scheduled for tonight in Ottawa has been postponed , the NHL says . <end>",rumours
'552819208212717568,It is a horrifying thought that people in our world would prefer to kill rather than allow critcism #CharlieHebdo $URL$ <end>,non-rumours
'580371845997682688,"#4U9525 took eight minutes to descend from 38,000 feet to impact , says Germanwings CEO Winkelmann . <end>",rumours
'544412767240085504,"#sydneysiege gunman was reportedly "" extremely agitated "" , shouting as some hostages escaped . $URL$ $URL$ <end>",non-rumours
'498254340310966273,"Michael Brown is the 17 yr old boy who was shot 10x & killed by police in #Ferguson today . Media reports "" police shoot man "" . #blackboysonly <end>",rumours
'581063957684850688,#BREAKING #GERMANWINGS co-pilot confirmed name at Press Conference : FirstName : Andreas Guenter / LastName : Lubitz <end>,rumours
'552845671477153793,"Angela Merkel condemned the #CharlieHebdo attack on "" freedom of speech and the press . "" Obama did not . Shameful . <end>",non-rumours
'525036180379676673,Canada's Coverage of the Ottawa Shootings Put American Cable News to Shame $URL$ <end>,non-rumours
'553232531827740672,"This morning in France , anti-Muslim terrorists threw 2 or 3 grenades into a mosque No injuries $URL$ $URL$ <end>",non-rumours
'552805799106732032,"Journalists , admin staff and police officers among those injured in #CharlieHebdo attack $URL$ $URL$ <end>",non-rumours
'544307161589772290,"Islamist militants take hostages in Sydney café , display black jihadist flag $URL$ #sydneysiege $URL$ <end>",rumours
'553169307824177152,Banksy's response to the #CharlieHebdo attack isn't by Banksy . But it is striking : $URL$ $URL$ <end>,rumours
'544387967037763584,#sydneysiege : There are reports the hostage-taker claims to have up to four bombs . $URL$ $URL$ <end>,rumours
'500326267640905728,Report : #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 $URL$ <end>,rumours
'499575076468305923,"#MorningReads : Terrifying result of police militarization on display in #Ferguson , MO $URL$ <end>",non-rumours
'544518335019229184,#BREAKING : At least two people have died following the #SydneySiege . 5 people are being treated by paramedics . <end>,rumours
'544515546633355264,All quiet again after multiple gunshots in #MartinPlace . No word on whether hostages are free #SydneySiege $URL$ <end>,non-rumours
'553588946039746560,AFP : several hostages have been freed at Jewish supermarket in #Paris <end>,rumours
'524964564018790400,Ottawa police confirm they are looking for more than one suspect in Parliament Hill shooting . $URL$ <end>,rumours
'544517264725516288,#BREAKING : Police have confirmed that the #SydneySiege is over . #9News <end>,rumours
'544288135564107776,LIVE : ' Islamists ' take 20 hostages in Sydney cafe siege $URL$ #sydneysiege <end>,rumours
'544482233038286848,"Anticipating backlash , Australians start #illridewithyou campaign to support Muslims $URL$ $URL$ <end>",non-rumours
'500366207552196608,New Video of SWAT Team Attack on Al-Jazeera in #Ferguson You Haven't Seen - Please RT to expose lying cops $URL$ <end>,non-rumours
